{'number': 225, 'schoenflies': 'Oh^5', 'international': 'Fm-3m', 'pointgroup_schoenflies': 'Oh', 'pointgroup_international': 'm-3m', 'lattice_type': 'Cubic'}   SnTe   mp-num    N_points: 5000 

         energy                dos          total_dos 
      3.3870000           1.5800000         15.8500000     
      3.3890000           1.5830000         15.8500000     
      3.3910000           1.5860000         15.8500000     
      3.3920000           1.5890000         15.8500000     
      3.3940000           1.5930000         15.8600000     
      3.3950000           1.5960000         15.8600000     
      3.3970000           1.6000000         15.8600000     
      3.3990000           1.6040000         15.8600000     
      3.4000000           1.6020000         15.8700000     
      3.4020000           1.6030000         15.8700000     
      3.4030000           1.6030000         15.8700000     
      3.4050000           1.6040000         15.8700000     
      3.4070000           1.6050000         15.8800000     
      3.4080000           1.6060000         15.8800000     
      3.4100000           1.6070000         15.8800000     
      3.4110000           1.6070000         15.8800000     
      3.4130000           1.6080000         15.8900000     
      3.4150000           1.6090000         15.8900000     
      3.4160000           1.6100000         15.8900000     
      3.4180000           1.6100000         15.8900000     
      3.4190000           1.6110000         15.9000000     
      3.4210000           1.6120000         15.9000000     
      3.4230000           1.6130000         15.9000000     
      3.4240000           1.6150000         15.9000000     
      3.4260000           1.6160000         15.9100000     
      3.4270000           1.6180000         15.9100000     
      3.4290000           1.6190000         15.9100000     
      3.4310000           1.6200000         15.9100000     
      3.4320000           1.6200000         15.9200000     
      3.4340000           1.6200000         15.9200000     
      3.4350000           1.6200000         15.9200000     
      3.4370000           1.6190000         15.9300000     
      3.4390000           1.6190000         15.9300000     
      3.4400000           1.6190000         15.9300000     
      3.4420000           1.6190000         15.9300000     
      3.4430000           1.6190000         15.9400000     
      3.4450000           1.6190000         15.9400000     
      3.4470000           1.6190000         15.9400000     
      3.4480000           1.6200000         15.9400000     
      3.4500000           1.6210000         15.9500000     
      3.4510000           1.6220000         15.9500000     
      3.4530000           1.6220000         15.9500000     
      3.4550000           1.6240000         15.9500000     
      3.4560000           1.6250000         15.9600000     
      3.4580000           1.6250000         15.9600000     
      3.4590000           1.6260000         15.9600000     
      3.4610000           1.6270000         15.9600000     
      3.4630000           1.6280000         15.9700000     
      3.4640000           1.6280000         15.9700000     
      3.4660000           1.6290000         15.9700000     
      3.4670000           1.6300000         15.9700000     
      3.4690000           1.6300000         15.9800000     
      3.4710000           1.6310000         15.9800000     
      3.4720000           1.6320000         15.9800000     
      3.4740000           1.6330000         15.9800000     
      3.4750000           1.6330000         15.9900000     
      3.4770000           1.6330000         15.9900000     
      3.4790000           1.6330000         15.9900000     
      3.4800000           1.6330000         16.0000000     
      3.4820000           1.6330000         16.0000000     
      3.4830000           1.6330000         16.0000000     
      3.4850000           1.6330000         16.0000000     
      3.4870000           1.6330000         16.0100000     
      3.4880000           1.6330000         16.0100000     
      3.4900000           1.6330000         16.0100000     
      3.4910000           1.6340000         16.0100000     
      3.4930000           1.6340000         16.0200000     
      3.4950000           1.6350000         16.0200000     
      3.4960000           1.6350000         16.0200000     
      3.4980000           1.6360000         16.0200000     
      3.4990000           1.6360000         16.0300000     
      3.5010000           1.6370000         16.0300000     
      3.5030000           1.6370000         16.0300000     
      3.5040000           1.6380000         16.0300000     
      3.5060000           1.6380000         16.0400000     
      3.5070000           1.6390000         16.0400000     
      3.5090000           1.6390000         16.0400000     
      3.5110000           1.6400000         16.0400000     
      3.5120000           1.6400000         16.0500000     
      3.5140000           1.6410000         16.0500000     
      3.5150000           1.6410000         16.0500000     
      3.5170000           1.6420000         16.0600000     
      3.5190000           1.6420000         16.0600000     
      3.5200000           1.6430000         16.0600000     
      3.5220000           1.6430000         16.0600000     
      3.5230000           1.6440000         16.0700000     
      3.5250000           1.6450000         16.0700000     
      3.5270000           1.6450000         16.0700000     
      3.5280000           1.6460000         16.0700000     
      3.5300000           1.6460000         16.0800000     
      3.5310000           1.6470000         16.0800000     
      3.5330000           1.6460000         16.0800000     
      3.5350000           1.6460000         16.0800000     
      3.5360000           1.6460000         16.0900000     
      3.5380000           1.6450000         16.0900000     
      3.5390000           1.6450000         16.0900000     
      3.5410000           1.6440000         16.0900000     
      3.5430000           1.6440000         16.1000000     
      3.5440000           1.6430000         16.1000000     
      3.5460000           1.6430000         16.1000000     
      3.5470000           1.6420000         16.1100000     
      3.5490000           1.6420000         16.1100000     
      3.5510000           1.6420000         16.1100000     
      3.5520000           1.6410000         16.1100000     
      3.5540000           1.6410000         16.1200000     
      3.5550000           1.6410000         16.1200000     
      3.5570000           1.6410000         16.1200000     
      3.5590000           1.6410000         16.1200000     
      3.5600000           1.6400000         16.1300000     
      3.5620000           1.6400000         16.1300000     
      3.5630000           1.6400000         16.1300000     
      3.5650000           1.6410000         16.1300000     
      3.5670000           1.6410000         16.1400000     
      3.5680000           1.6410000         16.1400000     
      3.5700000           1.6410000         16.1400000     
      3.5710000           1.6410000         16.1400000     
      3.5730000           1.6420000         16.1500000     
      3.5750000           1.6420000         16.1500000     
      3.5760000           1.6430000         16.1500000     
      3.5780000           1.6430000         16.1600000     
      3.5790000           1.6440000         16.1600000     
      3.5810000           1.6440000         16.1600000     
      3.5830000           1.6440000         16.1600000     
      3.5840000           1.6450000         16.1700000     
      3.5860000           1.6450000         16.1700000     
      3.5870000           1.6460000         16.1700000     
      3.5890000           1.6460000         16.1700000     
      3.5910000           1.6460000         16.1800000     
      3.5920000           1.6470000         16.1800000     
      3.5940000           1.6470000         16.1800000     
      3.5950000           1.6480000         16.1800000     
      3.5970000           1.6490000         16.1900000     
      3.5990000           1.6490000         16.1900000     
      3.6000000           1.6500000         16.1900000     
      3.6020000           1.6490000         16.1900000     
      3.6030000           1.6490000         16.2000000     
      3.6050000           1.6490000         16.2000000     
      3.6070000           1.6500000         16.2000000     
      3.6080000           1.6500000         16.2100000     
      3.6100000           1.6500000         16.2100000     
      3.6110000           1.6500000         16.2100000     
      3.6130000           1.6500000         16.2100000     
      3.6150000           1.6500000         16.2200000     
      3.6160000           1.6490000         16.2200000     
      3.6180000           1.6490000         16.2200000     
      3.6190000           1.6490000         16.2200000     
      3.6210000           1.6490000         16.2300000     
      3.6230000           1.6490000         16.2300000     
      3.6240000           1.6480000         16.2300000     
      3.6260000           1.6480000         16.2300000     
      3.6270000           1.6480000         16.2400000     
      3.6290000           1.6490000         16.2400000     
      3.6310000           1.6490000         16.2400000     
      3.6320000           1.6490000         16.2500000     
      3.6340000           1.6490000         16.2500000     
      3.6350000           1.6500000         16.2500000     
      3.6370000           1.6500000         16.2500000     
      3.6390000           1.6500000         16.2600000     
      3.6400000           1.6500000         16.2600000     
      3.6420000           1.6500000         16.2600000     
      3.6430000           1.6510000         16.2600000     
      3.6450000           1.6510000         16.2700000     
      3.6470000           1.6510000         16.2700000     
      3.6480000           1.6510000         16.2700000     
      3.6500000           1.6510000         16.2700000     
      3.6510000           1.6520000         16.2800000     
      3.6530000           1.6520000         16.2800000     
      3.6550000           1.6520000         16.2800000     
      3.6560000           1.6520000         16.2800000     
      3.6580000           1.6520000         16.2900000     
      3.6590000           1.6530000         16.2900000     
      3.6610000           1.6530000         16.2900000     
      3.6630000           1.6530000         16.3000000     
      3.6640000           1.6530000         16.3000000     
      3.6660000           1.6530000         16.3000000     
      3.6670000           1.6540000         16.3000000     
      3.6690000           1.6540000         16.3100000     
      3.6710000           1.6540000         16.3100000     
      3.6720000           1.6540000         16.3100000     
      3.6740000           1.6540000         16.3100000     
      3.6750000           1.6550000         16.3200000     
      3.6770000           1.6550000         16.3200000     
      3.6790000           1.6550000         16.3200000     
      3.6800000           1.6560000         16.3200000     
      3.6820000           1.6560000         16.3300000     
      3.6830000           1.6560000         16.3300000     
      3.6850000           1.6550000         16.3300000     
      3.6870000           1.6550000         16.3300000     
      3.6880000           1.6550000         16.3400000     
      3.6900000           1.6550000         16.3400000     
